publisher,reference-count,RetractionNature
African Journals Online (AJOL),0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Springer Vienna,26,Non-Retraction
Elsevier BV,0,Non-Retraction
BMJ,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Nomos Verlag,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
BMJ,0,Non-Retraction
Springer Berlin Heidelberg,4,Non-Retraction
IEEE,6,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Elsevier BV,27,Non-Retraction
Springer International Publishing,20,Non-Retraction
Elsevier BV,2,Non-Retraction
IEEE,14,Non-Retraction
Springer Science and Business Media LLC,15,Non-Retraction
Brill,0,Non-Retraction
American Society for Microbiology,0,Non-Retraction
University of Tokushima Faculty of Medicine,9,Non-Retraction
Institute of Electrical Engineers of Japan (IEE Japan),0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Springer Netherlands,0,Non-Retraction
Elsevier BV,0,Non-Retraction
De Gruyter,0,Non-Retraction
Springer International Publishing,64,Non-Retraction
Japanese Circulation Society,0,Non-Retraction
American Physical Society (APS),25,Non-Retraction
Egypts Presidential Specialized Council for Education and Scientific Research,0,Non-Retraction
The Botanical Society of Japan,0,Non-Retraction
IEEE,14,Non-Retraction
Elsevier BV,0,Non-Retraction
European Respiratory Society,0,Non-Retraction
IEEE,22,Non-Retraction
Elsevier BV,31,Non-Retraction
Elsevier BV,0,Non-Retraction
Museum National D'Histoire Naturelle,0,Non-Retraction
Springer Netherlands,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
American Association for the Advancement of Science (AAAS),0,Non-Retraction
Institution of Engineering and Technology (IET),0,Non-Retraction
"Trans Tech Publications, Ltd.",10,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
"Trans Tech Publications, Ltd.",9,Non-Retraction
Informa UK Limited,0,Non-Retraction
Elsevier BV,1,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
IEEE,11,Non-Retraction
Elsevier BV,0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
University of California Press,0,Non-Retraction
Elsevier BV,0,Non-Retraction
American Association for the Advancement of Science (AAAS),0,Non-Retraction
Springer New York,0,Non-Retraction
"Neumologia Pediatrica, Sociedad Chilena de Neumologia Pediatrica",0,Non-Retraction
Japan Atherosclerosis Society,0,Non-Retraction
"Hikari, Ltd.",0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
IGI Global,85,Non-Retraction
Springer Science and Business Media LLC,1,Non-Retraction
Vilnius University Press,0,Non-Retraction
Elsevier BV,0,Non-Retraction
SAGE Publications,0,Non-Retraction
University of Chicago Press,0,Non-Retraction
Frontier Scientific Publishing Pte Ltd,0,Non-Retraction
IEEE,13,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Harvard University Press,0,Non-Retraction
Center of Language and Culture Studies,0,Non-Retraction
Springer Science and Business Media LLC,10,Non-Retraction
American Medical Association (AMA),0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
MDPI AG,42,Non-Retraction
Springer Berlin Heidelberg,1,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Informa UK Limited,34,Non-Retraction
Elsevier BV,0,Non-Retraction
Canadian Science Publishing,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
University of Chicago Press,0,Non-Retraction
IEEE,8,Non-Retraction
Elsevier BV,0,Non-Retraction
Massachusetts Medical Society,0,Non-Retraction
Japan Society of Mechanical Engineers,0,Non-Retraction
Elsevier BV,6,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
J.F. Bergmann-Verlag,11,Non-Retraction
SAGE Publications,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Walter de Gruyter GmbH,0,Non-Retraction
Elsevier BV,0,Non-Retraction
IEEE,14,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Wiley,26,Non-Retraction
Elsevier BV,4,Non-Retraction
Canadian Science Publishing,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Springer Science and Business Media LLC,19,Non-Retraction
Kluwer Law International BV,0,Non-Retraction
De Gruyter,0,Non-Retraction
BMJ,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,4,Non-Retraction
Elsevier BV,0,Non-Retraction
"Universidade de Sao Paulo, Agencia USP de Gestao da Informacao Academica (AGUIA)",0,Non-Retraction
Elsevier BV,0,Non-Retraction
Egypts Presidential Specialized Council for Education and Scientific Research,0,Non-Retraction
SAGE Publications,0,Non-Retraction
Springer Berlin Heidelberg,8,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
"Scientific Research Publishing, Inc.",16,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Canadian Science Publishing,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Canadian Science Publishing,0,Non-Retraction
Elsevier BV,16,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Society of Fiber Science and Technology Japan,0,Non-Retraction
Springer Science and Business Media LLC,13,Non-Retraction
IEEE,14,Non-Retraction
The Korea Association of Crystal Growth,10,Non-Retraction
Springer Netherlands,3,Non-Retraction
Universitas Serambi Mekkah,0,Non-Retraction
IEEE,13,Non-Retraction
Architectural Institute of Japan,2,Non-Retraction
"Universidade de Sao Paulo, Agencia USP de Gestao da Informacao Academica (AGUIA)",0,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
Elsevier BV,0,Non-Retraction
SAGE Publications,28,Non-Retraction
IEEE Comput. Soc,12,Non-Retraction
University of California Press,0,Non-Retraction
Penn State University Press,0,Non-Retraction
American Geophysical Union (AGU),0,Non-Retraction
Elsevier BV,35,Non-Retraction
The Korean Society of Veterinary Service,14,Non-Retraction
Walter de Gruyter GmbH,12,Non-Retraction
Elsevier BV,0,Non-Retraction
Springer International Publishing,76,Non-Retraction
Elsevier BV,0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
University of Babylon,0,Non-Retraction
OSA,0,Non-Retraction
Emerald,0,Non-Retraction
Informa UK Limited,15,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
BMJ,0,Non-Retraction
Wiley,0,Non-Retraction
Elsevier BV,0,Non-Retraction
American Association for the Advancement of Science (AAAS),0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Springer Berlin Heidelberg,5,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,8,Non-Retraction
Walter de Gruyter GmbH,0,Non-Retraction
Japan Society of Mechanical Engineers,0,Non-Retraction
Uniwersytet Mikolaja Kopernika/Nicolaus Copernicus University,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
ASME International,0,Non-Retraction
Hanif Medisiana Publisher,0,Non-Retraction
Elsevier BV,0,Non-Retraction
National Council of Teachers of Mathematics,0,Non-Retraction
Elsevier BV,0,Non-Retraction
IEEE,0,Non-Retraction
Springer Science and Business Media LLC,14,Non-Retraction
Informa UK Limited,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
American Diabetes Association,0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Sciedu Press,0,Non-Retraction
BMJ,0,Non-Retraction
Springer Science and Business Media LLC,8,Non-Retraction
Informa UK Limited,4,Non-Retraction
"EMH Swiss Medical Publishers, Ltd.",0,Non-Retraction
SAGE Publications,0,Non-Retraction
IEEE,12,Non-Retraction
Wiley,13,Non-Retraction
DE GRUYTER,0,Non-Retraction
American Medical Association (AMA),0,Non-Retraction
Elsevier,0,Non-Retraction
Association for Research in Vision and Ophthalmology (ARVO),0,Non-Retraction
Inderscience Publishers,0,Non-Retraction
Springer Science and Business Media LLC,1,Non-Retraction
Springer Berlin Heidelberg,0,Non-Retraction
BMJ,0,Non-Retraction
Elsevier BV,11,Non-Retraction
IEEE,30,Non-Retraction
Japan Society of Gynecologic and Obstetric Endoscopy and Minimally Invasive Therapy,10,Non-Retraction
Elsevier BV,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
The Electrochemical Society,0,Non-Retraction
Elsevier BV,6,Non-Retraction
Springer Science and Business Media LLC,34,Non-Retraction
IOP Publishing,7,Non-Retraction
Elsevier BV,0,Non-Retraction
IEEE,27,Non-Retraction
Inderscience Publishers,0,Non-Retraction
Informa UK Limited,6,Non-Retraction
Springer Science and Business Media LLC,15,Non-Retraction
Wiley,0,Non-Retraction
IEEE,5,Non-Retraction
Elsevier BV,12,Non-Retraction
American Society of Hematology,0,Non-Retraction
Vulkan-Verlag GmbH,0,Non-Retraction
De Gruyter Oldenbourg,0,Non-Retraction
Elsevier BV,19,Non-Retraction
Elsevier BV,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Springer Science and Business Media LLC,32,Non-Retraction
Elsevier BV,0,Non-Retraction
SAGE Publications,0,Non-Retraction
Edinburgh University Press,0,Non-Retraction
American Society of Mechanical Engineers,0,Non-Retraction
IEEE,19,Non-Retraction
Oldenbourg Wissenschaftsverlag,0,Non-Retraction
SAGE Publications,0,Non-Retraction
The Electrochemical Society,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,5,Non-Retraction
"Scholink Co, Ltd.",0,Non-Retraction
Elsevier BV,0,Non-Retraction
Informa UK Limited,12,Non-Retraction
Japan Society of Mechanical Engineers,0,Non-Retraction
Society for Industrial & Applied Mathematics (SIAM),0,Non-Retraction
BMJ,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Walter de Gruyter GmbH,0,Non-Retraction
Walter de Gruyter GmbH,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
University of California Press,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,3,Non-Retraction
Elsevier BV,9,Non-Retraction
Princeton University Press,0,Non-Retraction
OSA,7,Non-Retraction
IOP Publishing,6,Non-Retraction
IEEE,5,Non-Retraction
LLC Global Media Technology,61,Non-Retraction
Maulana Malik Ibrahim State Islamic University,0,Non-Retraction
Springer Fachmedien Wiesbaden,0,Non-Retraction
IEEE,19,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Elsevier BV,0,Non-Retraction
American Physical Society (APS),19,Non-Retraction
Informa UK Limited,0,Non-Retraction
AMPCo,0,Non-Retraction
Elsevier BV,1,Non-Retraction
American Mathematical Society (AMS),3,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,13,Non-Retraction
American Medical Association (AMA),0,Non-Retraction
"Trans Tech Publications, Ltd.",6,Non-Retraction
Elsevier BV,0,Non-Retraction
IEEE,0,Non-Retraction
Springer Netherlands,0,Non-Retraction
CSIRO Publishing,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Japan Health Physics Society,3,Non-Retraction
SAGE Publications,5,Non-Retraction
VM Media SP. zo.o VM Group SK,0,Non-Retraction
BMJ Publishing Group Ltd and British Society of Gastroenterology,0,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
Elsevier BV,0,Non-Retraction
SAGE Publications,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Springer Fachmedien Wiesbaden,9,Non-Retraction
Elsevier BV,0,Non-Retraction
Springer Berlin Heidelberg,1,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,20,Non-Retraction
American Institute of Aeronautics and Astronautics,4,Non-Retraction
Informa UK Limited,6,Non-Retraction
IEEE,15,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Elsevier BV,0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
IEEE,6,Non-Retraction
MIT Press - Journals,2,Non-Retraction
Elsevier BV,0,Non-Retraction
IOP Publishing,30,Non-Retraction
Index Copernicus,38,Non-Retraction
Universidad Federal de Santa Maria,0,Non-Retraction
IEEE,16,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Informa UK Limited,0,Non-Retraction
IEEE,18,Non-Retraction
SAGE Publications,0,Non-Retraction
Physical Society of Japan,15,Non-Retraction
American Geophysical Union (AGU),0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Informa UK Limited,34,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Massachusetts Medical Society,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Boydell and Brewer Limited,0,Non-Retraction
Oldenbourg Wissenschaftsverlag,0,Non-Retraction
Elsevier BV,0,Non-Retraction
IEEE,18,Non-Retraction
Springer New York,26,Non-Retraction
The Korean Institute of Broadcast and Media Engineers,7,Non-Retraction
The Electrochemical Society,0,Non-Retraction
Research Square Platform LLC,0,Non-Retraction
Mathematical Sciences Publishers,5,Non-Retraction
Universidad el Bosque,0,Non-Retraction
American Medical Association (AMA),0,Non-Retraction
Elsevier BV,0,Non-Retraction
Frontier Scientific Publishing Pte Ltd,0,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
Springer Netherlands,28,Non-Retraction
Municipal Higher Educational Institution “Lutsk Pedagogical College” of the Volyn Regional Council,0,Non-Retraction
Universidad Carlos III de Madrid,0,Non-Retraction
Berghahn Books,0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Springer Fachmedien Wiesbaden,0,Non-Retraction
Japan Society of Mechanical Engineers,0,Non-Retraction
SAGE Publications,1,Non-Retraction
IEEE,13,Non-Retraction
"University Library System, University of Pittsburgh",0,Non-Retraction
Science Publishing Group,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
American Society of Mechanical Engineers,0,Non-Retraction
Springer International Publishing,19,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Springer London,18,Non-Retraction
Harvard University Press,0,Non-Retraction
American Diabetes Association,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Springer Science and Business Media LLC,10,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
University of Chicago Press,2,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Elsevier BV,0,Non-Retraction
Institute of Electrical and Electronics Engineers (IEEE),0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
IOP Publishing,29,Non-Retraction
Elsevier BV,0,Non-Retraction
BMJ,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,9,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
"Trans Tech Publications, Ltd.",25,Non-Retraction
Yale University Press,0,Non-Retraction
SAE International,17,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
University of Chicago Press,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Universidade Federal de Sao Paulo,0,Non-Retraction
American Physical Society (APS),20,Non-Retraction
Radiological Society of North America (RSNA),0,Non-Retraction
Elsevier BV,38,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
SAGE Publications,40,Non-Retraction
Cambridge University Press,0,Non-Retraction
ASME International,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Japan Society of Mechanical Engineers,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Royal College of Psychiatrists,0,Non-Retraction
Japan Society of Mechanical Engineers,0,Non-Retraction
Egypts Presidential Specialized Council for Education and Scientific Research,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
De Gruyter Oldenbourg,0,Non-Retraction
Elsevier BV,0,Non-Retraction
OSA,0,Non-Retraction
BMJ,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Springer International Publishing,20,Non-Retraction
SAGE Publications,0,Non-Retraction
EDP Sciences,3,Non-Retraction
Elsevier BV,0,Non-Retraction
SAGE Publications,0,Non-Retraction
Massachusetts Medical Society,0,Non-Retraction
Walter de Gruyter GmbH,0,Non-Retraction
"Vandenhoeck & Ruprecht GmbH & Co, KG",54,Non-Retraction
Elsevier BV,21,Non-Retraction
American Medical Association (AMA),0,Non-Retraction
Springer International Publishing,12,Non-Retraction
Japan Society of Mechanical Engineers,0,Non-Retraction
Royal College of Psychiatrists,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Springer Science and Business Media LLC,12,Non-Retraction
Japan Society of Mechanical Engineers,0,Non-Retraction
IGI Global,0,Non-Retraction
American Medical Association (AMA),0,Non-Retraction
Institution of Engineering and Technology (IET),0,Non-Retraction
Centre for Evaluation in Education and Science (CEON/CEES),9,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
IEEE,16,Non-Retraction
Springer International Publishing,6,Non-Retraction
American Institute of Aeronautics and Astronautics,0,Non-Retraction
American Dairy Science Association,21,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Institute of Electrical and Electronics Engineers (IEEE),0,Non-Retraction
Journal of the Physical Society of Japan,5,Non-Retraction
Walter de Gruyter GmbH,0,Non-Retraction
American Society of Mechanical Engineers,0,Non-Retraction
Institution of Engineering and Technology (IET),0,Non-Retraction
BMJ,0,Non-Retraction
De Gruyter,0,Non-Retraction
Brill,0,Non-Retraction
EDP Sciences,0,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
Richtmann Publishing,0,Non-Retraction
American Society of Mechanical Engineers,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
De Gruyter,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Elsevier BV,5,Non-Retraction
"Trans Tech Publications, Ltd.",8,Non-Retraction
De Gruyter,0,Non-Retraction
Springer Berlin Heidelberg,0,Non-Retraction
Elsevier BV,3,Non-Retraction
De Gruyter,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Springer Berlin Heidelberg,10,Non-Retraction
BMJ,0,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
Penguin Random House Verlagsgruppe GmbH,0,Non-Retraction
Yale University Press,0,Non-Retraction
Oxford University Press (OUP),4,Non-Retraction
Thieme Revinter Publicações Ltda.,0,Non-Retraction
Elsevier BV,23,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Elsevier BV,0,Non-Retraction
Institution of Engineering and Technology (IET),0,Non-Retraction
"Scientific Research Publishing, Inc.",19,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,6,Non-Retraction
Japan Radioisotope Association,0,Non-Retraction
Lembaga Publikasi Ilmiah dan Penerbitan Universitas Muhammadiyah Purwokerto,0,Non-Retraction
University of California Press,0,Non-Retraction
IEEE,5,Non-Retraction
SAGE Publications,16,Non-Retraction
Springer US,50,Non-Retraction
Elsevier BV,0,Non-Retraction
SAGE Publications,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Universidad Nacional de La Plata,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
EDP Sciences,27,Non-Retraction
BMJ Publishing Group Ltd,0,Non-Retraction
Elsevier BV,0,Non-Retraction
MDPI AG,33,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Massachusetts Medical Society,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Architectural Institute of Japan,0,Non-Retraction
Elsevier BV,0,Non-Retraction
American Medical Association (AMA),0,Non-Retraction
World Scientific Pub Co Pte Lt,4,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
University of Chicago Press,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Yale University Press,0,Non-Retraction
IEEE,4,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Informa UK Limited,7,Non-Retraction
Japan Society of Mechanical Engineers,0,Non-Retraction
IEEE,6,Non-Retraction
DE GRUYTER,0,Non-Retraction
FapUNIFESP (SciELO),11,Non-Retraction
DE GRUYTER,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Iberoamericana Vervuert,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Walter de Gruyter GmbH,20,Non-Retraction
American Mathematical Society (AMS),0,Non-Retraction
BMJ,17,Non-Retraction
American Physiological Society,0,Non-Retraction
Japan Society of Mechanical Engineers,0,Non-Retraction
IEEE,2,Non-Retraction
Kasetsart University and Development Institute,31,Non-Retraction
Elsevier BV,1,Non-Retraction
Springer Science and Business Media LLC,28,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
University of Alberta,0,Non-Retraction
Elsevier BV,16,Non-Retraction
IEEE,3,Non-Retraction
IEEE,0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),55,Non-Retraction
American Mathematical Society (AMS),0,Non-Retraction
IOP Publishing,16,Non-Retraction
IEEE,1,Non-Retraction
EDP Sciences,0,Non-Retraction
Informa UK Limited,24,Non-Retraction
Elsevier BV,0,Non-Retraction
10.5935,0,Non-Retraction
SAGE Publications,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Mathematical Sciences Publishers,0,Non-Retraction
Emerald,0,Non-Retraction
Wiley,0,Non-Retraction
Public Library of Science (PLoS),21,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Elsevier BV,0,Non-Retraction
IEEE,13,Non-Retraction
Institute of Rural Health,0,Non-Retraction
SAGE Publications,2,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Elsevier BV,0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Central Library of the Slovak Academy of Sciences,0,Non-Retraction
Indonesian Agency For Agricultural Research and Development (IAARD),0,Non-Retraction
Elsevier BV,0,Non-Retraction
Japan Society of Mechanical Engineers,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Wiley,0,Non-Retraction
Springer US,28,Non-Retraction
IBIMA Publishing,0,Non-Retraction
Institute of Image Information and Television Engineers,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Springer Science and Business Media LLC,16,Non-Retraction
Elsevier BV,25,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
Elsevier BV,43,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Pleiades Publishing Ltd,0,Non-Retraction
Elsevier BV,10,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
SAGE Publications,4,Non-Retraction
Springer International Publishing,6,Non-Retraction
IEEE,2,Non-Retraction
Elsevier BV,0,Non-Retraction
SAGE Publications,3,Non-Retraction
Elsevier BV,0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
The Polymer Society of Korea,0,Non-Retraction
IEEE,10,Non-Retraction
Elsevier BV,0,Non-Retraction
IOP Publishing,17,Non-Retraction
Society for Industrial & Applied Mathematics (SIAM),0,Non-Retraction
Elsevier BV,0,Non-Retraction
Springer Netherlands,13,Non-Retraction
Elsevier BV,0,Non-Retraction
SAGE Publications,0,Non-Retraction
Canadian Science Publishing,0,Non-Retraction
Akshantala Enterprises Private Limited,10,Non-Retraction
Elsevier BV,0,Non-Retraction
Informa UK Limited,21,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
ASME International,0,Non-Retraction
Springer Science and Business Media LLC,10,Non-Retraction
Springer Singapore,32,Non-Retraction
Lawrence and Wishart,0,Non-Retraction
Springer Berlin Heidelberg,7,Non-Retraction
Liinc em Revista,0,Non-Retraction
Brill,0,Non-Retraction
Hindawi Limited,0,Non-Retraction
AOSIS,0,Non-Retraction
Springer Science and Business Media LLC,10,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
Springer Science and Business Media LLC,14,Non-Retraction
SAGE Publications,0,Non-Retraction
"Scientific Research Publishing, Inc.",34,Non-Retraction
IEEE,12,Non-Retraction
Japan Society of Mechanical Engineers,0,Non-Retraction
Elsevier BV,7,Non-Retraction
IEEE,16,Non-Retraction
Universitas Negeri Gorontalo,0,Non-Retraction
Cambridge University Press (CUP),20,Non-Retraction
Egypts Presidential Specialized Council for Education and Scientific Research,0,Non-Retraction
Springer Science and Business Media LLC,34,Non-Retraction
de Gruyter Recht,0,Non-Retraction
De Gruyter,0,Non-Retraction
International Research Journal of Innovations in Engineering and Technology,0,Non-Retraction
SAGE Publications,22,Non-Retraction
De Gruyter,0,Non-Retraction
BMJ,0,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
Cambridge University Press (CUP),1,Non-Retraction
Springer Science and Business Media LLC,31,Non-Retraction
Informa UK Limited,3,Non-Retraction
Karabuk University,0,Non-Retraction
SPE,0,Non-Retraction
SAGE Publications,10,Non-Retraction
Fuji Technology Press Ltd.,17,Non-Retraction
Informa UK Limited,13,Non-Retraction
Nucleo de Estudos em Saude Publica,0,Non-Retraction
Springer Science and Business Media LLC,17,Non-Retraction
SAGE Publications,6,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Elsevier BV,63,Non-Retraction
The Korean Society of Cardiology,0,Non-Retraction
AMPCo,0,Non-Retraction
Elsevier BV,9,Non-Retraction
University of Mosul,0,Non-Retraction
Elsevier BV,0,Non-Retraction
SAGE Publications,0,Non-Retraction
Springer Berlin Heidelberg,0,Non-Retraction
University of California Press,0,Non-Retraction
DE GRUYTER,0,Non-Retraction
Elsevier BV,2,Non-Retraction
Elsevier BV,0,Non-Retraction
Massachusetts Medical Society,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
American Medical Association (AMA),0,Non-Retraction
Canadian Institute of Forestry,1,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
SAGE Publications,0,Non-Retraction
Akshantala Enterprises Private Limited,11,Non-Retraction
Elsevier BV,0,Non-Retraction
"Trans Tech Publications, Ltd.",12,Non-Retraction
Elsevier BV,7,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
IEEE,0,Non-Retraction
Illuminating Engineering Society of Japan,0,Non-Retraction
IEEE,27,Non-Retraction
Elsevier BV,42,Non-Retraction
Indonesia Center for Middle East Studies,0,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
Institute of Electrical and Electronics Engineers (IEEE),0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Research Institute of Ukrainian Studies,0,Non-Retraction
Elsevier BV,14,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Springer Science and Business Media LLC,10,Non-Retraction
